정관사,단어,뜻,중요도,pos,,
die,Hülle,"싸게, 보",2,noun,,
,hüllen,"싸다, 씌우다",1,verb,,
die,Hülse,"껍질, 껍데기",1,noun,,
,human,인간의,1,verb,,
der,Humor,유머,2,noun,,
der,Hund,개,3,noun,,
die,Hundert,백,3,noun,,
der,Hunger,"배고픔, 공복",3,noun,,
,hungern,굶주리다,1,verb,,
,hungrig,배고픈,2,adjective,,
,hüpfen,뛰다,2,verb,,
die,Hure,창녀,1,noun,,
,hurtig,"신속한, 민첩한",1,adjective,,
,husten,기침하다,2,verb,,
der,Husten,기침,1,noun,,
der,Hut,"모자, 감독, 보호",3,noun,,
,hüten,감시하다,2,verb,,
die,Hütte,오두막,2,noun,,
die,Hygiene,위생학,1,noun,,
das,Ideal,이상,1,noun,,
,ideal,이상적인,1,verb,,
die,Idee,"관념, 생각",3,noun,,
der,Igel,고슴도치,1,noun,,
der,Imbiss,"가벼운 식사, 간식",1,noun,,
,immer,"늘, 항상",3,verb,,
die,immobile,부동산,1,noun,,
,impfen,접종하다,2,verb,,
der,Import,수입,1,noun,,
,impotent,무능한,1,verb,,
der,Impressionismus,인상주의,1,noun,,
,imprrtieren,수입하다,1,verb,,
,imstande,할 수 있는,2,verb,,
der,Inbegriff,총괄,1,noun,,
,indem,"함으로써, 하는 동안",2,verb,,
,indessen,그동안에,2,verb,,
고,Indien,인도,1,verb,,
,indirekt,간접의,2,verb,,
das,Individuum,"개체, 개인",2,noun,,
die,Industrie,"산업, 공업",2,noun,,
,ineinander,서로 뒤섞여,1,verb,,
,infolge,"~의 결과로서, 때문에",2,verb,,
die,Information,정보,1,noun,,
,informieren,"가르치다, 교시하다",1,verb,,
der,Ingenieur,"기사, 기술자",2,noun,,
der,Inhaber,"임자, 소유자",1,noun,,
der,Inhalt,"내용물, 용량, 용적",2,noun,,
das,Inland,"내국, 국내",2,noun,,
die,Innenstadt,도심,1,noun,,
,innerhalb,내부에,1,verb,,
,innerlich,"안의, 내부의",2,adjective,,
,innig,"친밀한, 진심의",2,adjective,,
die,Inschritt,비명,1,noun,,
das,Insekt,곤충,2,noun,,
die,Insel,"섬, 도서",3,noun,,
,insofern,그 점에 있어서는,1,verb,,
die,Instanz,(법률) 심급,1,noun,,
der,Instinkt,본능,2,noun,,
das,Institut,연구소,2,noun,,
das,Instrument,"도구, 기구, 악기",3,noun,,
der,Intellekt,"지성, 지력",1,noun,,
,intelligent,이지적인,1,verb,,
die,Intelligenz,"지능, 지력",1,noun,,
,interessant,재밌는,3,verb,,
das,Interesse,"이해, 흥미",2,noun,,
,interessieren,흥미를 일으키다,3,verb,,
,intern,내부의,1,verb,,
die,Intrige,"음모, 책략",1,noun,,
das,Inventar,"재고품 목록, 재산",1,noun,,
,inwendig,"안쪽의, 내부의, 안으로",1,adjective,,
,inzwischen,그동안에,1,verb,,
,irdisch,현세의,2,adjective,,
,irgend,"도대체, 어느",3,verb,,
,irgendwie,어떻게 해서든지,1,verb,,
,irgendwo,어딘가에서,1,verb,,
die,Ironie,"아이러니, 풍자",2,noun,,
,ironisch,반어적인,1,adjective,,
,irrational,비합리적인,1,verb,,
,irre,헤매는,1,verb,,
,irren,방황하다,2,verb,,
,irrig,잘못 생각한,1,adjective,,
der,Irrtum,오류,2,noun,,
,isolieren,고립하다,1,verb,,
고,Italien,이탈리아,1,verb,,
die,Jacke,"윗옷, 재킷",3,noun,,
die,Jagd,"사냥, 수렵",2,noun,,
,jagen,"몰다, 쫓다",2,verb,,
der,Jäger,사냥꾼,2,noun,,
,jäh,"급격한, 갑작스런",1,verb,,
das,Jahr,일년,3,noun,,
die,Jahreszeit,계절,3,noun,,
der,Jahrgang,"1년간의 생산물, 1년분",1,noun,,
das,Jahrhundert,"백년, 세기",2,noun,,
,jährlich,"매년의, 연례의",1,adjective,,
der,Jammer,"비탄, 불행, 비참",2,noun,,
,jämmerlich,"비참한, 비겁한",1,adjective,,
,jammern,한탄하다,1,verb,,
,jäten,잡초를 뽑다,1,verb,,
,jauchzen,환호하다,1,verb,,
,jawohl,그렇습니다!!!,1,verb,,
,je,"언제나, 언젠가, 일찍이",3,verb,,
,jedermann,"각자, 누구든지",1,verb,,
,jederzeit,언제나,1,verb,,
,jedesmal,매번,1,verb,,
,jedoch,그래도,2,verb,,
,jemand,"어떤사람, 누군가",3,verb,,
,jeneer,"저, 그",2,verb,,
,jenseits,"저쪽에, 건너편에",2,adverb,,
das,Joch,"멍에, 굴레",1,noun,,
das,Jod,요드,1,noun,,
das,Journal,"신문, 잡지",1,noun,,
der,Journalist,"저널리스트, 신문기자",1,noun,,
das,Jubiläum,기념일,2,noun,,
,jucken,가렵다,2,verb,,
der,Jude,유대인,2,noun,,
die,Jugend,"젊음, 청년기",2,noun,,
die,Jugendherberge,유스호스텔,1,noun,,
,jugendlich,청년의,2,adjective,,
,jung,젊은,3,verb,,
der,Junge,"소년, 젊은이",3,noun,,
der,Jünger,"문인, 제자, 학도",1,noun,,
die,Jungfrau,"처녀, 아가씨",1,noun,,
der,Junggeselle,독신 남자,1,noun,,
der,Jüngling,청소년,1,noun,,
das,Juwel,보석,1,noun,,
das,Kabel,케이블,2,noun,,
die,Kabine,"선실, 객실",1,noun,,
das,Kabinett,"작은방, 화장실, 회의실",1,noun,,
der,Kadaver,"시체, 썩은 고기",1,noun,,
der,Käfer,딱정벌레,2,noun,,
der,Kaffee,커피,3,noun,,
der,Käfig,"새장, 우리",1,noun,,
,kahl,민숭민숭한,2,verb,,
der,Kahn,작은배,1,noun,,
der,Kai,"부두, 선창",1,noun,,
der,Kaiser,황제,2,noun,,
die,Kaiserin,여제,1,noun,,
der,Kakao,카카오,1,noun,,
das,Kalb,송아지,1,noun,,
der,Kalender,달력,2,noun,,
der,Kalif,군주,1,noun,,
der,Kalk,석회,1,noun,,
die,Kalorie,칼로리,1,noun,,
,kalt,"추운, 냉정한",3,verb,,
die,Kälte,"추위, 차가움",2,noun,,
das,Kalzium,칼슘,1,noun,,
das,Kamel,낙타,1,noun,,
die,Kamera,카메라,2,noun,,
der,Kamerad,동무,1,noun,,
der,Kamin,"굴뚝, 연통",2,noun,,
der,Kamm,"빗, (닭)볏",2,noun,,
,kämmen,빗질하다,1,verb,,
die,Kammer,"작은 방, 의회",2,noun,,
der,Kampf,"싸움, 전투",2,noun,,
,kämpfen,싸우다,2,verb,,
der,Kanal,운하,2,noun,,
der,Kandidat,"후보자, 지원자",2,noun,,
,kandieren,설탕을 치다,1,verb,,
das,Kaninchen,토끼,1,noun,,
die,Kanne,"포트, 주전자",2,noun,,
der,Kanon,"표준, 규범",1,noun,,
die,Kanone,대포,1,noun,,
die,Kante,"모퉁이, 모서리",2,noun,,
die,Kanzel,"설교단, 강단",1,noun,,
der,Kanzler,"장관, 재상",1,noun,,
die,Kapelle,"예배당, 관현악단",2,noun,,
das,Kapital,자본,2,noun,,
der,Kapitalismus,자본주의,1,noun,,
der,Kapitän,"선장, 함장, 주장",2,noun,,
das,Kapitel,(서적) 장,2,noun,,
die,Kappe,"모자, 두건",1,noun,,
die,Kapsel,캡슐,1,noun,,
,kaputt,"망가진, 고장난",3,verb,,
die,Karawane,대상,1,noun,,
der,Kardinal,추기경,1,noun,,
,karg,"불충분한, 초라한",1,verb,,
die,Karidatur,풍자화,1,noun,,
der,Karren,수레,1,noun,,
die,Karte,카드,3,noun,,
das,Kartell,카르텔,1,noun,,
die,Kartoffel,감자,3,noun,,
der,Karton,"판지, 마분지",1,noun,,
der,Käse,치즈,3,noun,,
die,Kaserne,"병영, 막사",1,noun,,
die,Kasse,"금고, 현금출납소",3,noun,,
,kassieren,"징수하다, 받다",1,verb,,
die,Kastanie,"밤, 밤나무",1,noun,,
der,Kasten,상자,2,noun,,
der,Kasus,경우,1,noun,,
der,Katalog,목록,1,noun,,
die,Katastrophe,대참사,2,noun,,
der,Kater,수코양이,1,noun,,
das,Katheder,강단,1,noun,,
,katholisch,카톨릭교의,2,adjective,,
der,Katholizismus,카톨릭교,1,noun,,
der,Kattun,면직물,1,noun,,
die,Katze,(암)고양이,3,noun,,
,kauen,씹다,2,verb,,
der,Kauf,"구매, 매매",2,noun,,
,kaufen,"사다, 구입하다",3,verb,,
das,Kaufhaus,백화점,3,noun,,
,käuflich,살 수 있는,1,adjective,,
der,Kaufmann,상인,2,noun,,
,kaum,거의~않다,3,verb,,
der,Kauz,올빼미,1,noun,,
,keck,"당돌한, 건방진",1,verb,,
der,Kegel,"원뿔, 원추",1,noun,,
die,Kehle,"목, 목소리",2,noun,,
,kehren,"돌리다, 바꾸다",2,verb,,
der,Keil,쐐기,1,noun,,
der,Keim,"싹, 눈, 병균",2,noun,,
,keinesfalls,결코~않다,1,adverb,,
,keineswegs,결코~않다,1,adverb,,
der,Kelch,긴 다리가 달린 잔,1,noun,,
der,Keller,"지하실, 광",2,noun,,
der,Kellner,급사,2,noun,,
die,Kellnerin,여자급사,1,noun,,
,kennen,알다,3,verb,,
,kennenlernen,알게 되다,3,verb,,
der,Kenner,전문가,1,noun,,
die,Kenntnis,인식,2,noun,,
das,Kennzeichen,특징,1,noun,,
,kennzeichnen,"표시하다, 특징짓다",1,verb,,
,kerben,눈금 새기다,1,verb,,
der,Kerker,감옥,1,noun,,
der,Kerl,"놈, 녀석",2,noun,,
der,Kern,"핵, 씨",2,noun,,
die,Kernwaffe,핵무기,1,noun,,
die,Kerze,양초,2,noun,,
der,Kessel,주전자,2,noun,,
die,Kette,"사슬, 목걸이",2,noun,,
der,Ketzer,이단자,1,noun,,
,keuchen,헐떡이다,2,verb,,
die,Keule,곤봉,1,noun,,
,keusch,"순결한, 정결한",1,verb,,
,kichern,킥킥 웃다,2,verb,,
,kieben,"달라붙다, 붙이다",2,verb,,
die,Kieme,아가미,1,noun,,
der,Kies,자갈,2,noun,,
der,Kiesel,"잔돌, 조약돌",1,noun,,
das,Kilogramm,킬로그램,1,noun,,
der,Kilometer,킬로미터,1,noun,,
das,Kind,아이,3,noun,,
der,Kindergarten,유치원,1,noun,,
die,Kindheit,어린 시절,2,noun,,
,kindisch,유치한,1,adjective,,
,kindlich,"어린이의, 순진한",2,adjective,,
das,Kinn,턱,2,noun,,
das,Kino,영화관,3,noun,,
der,Kiosk,매점,1,noun,,
die,Kirche,교회,3,noun,,
der,Kirchhof,교회 묘지,1,noun,,
,kirchlich,교회의,1,adjective,,
das,Kissen,"쿠션, 베개",2,noun,,
die,Kiste,상자,2,noun,,
der,Kitt,접합제,1,noun,,
der,Kittel,"가운, 작업복",1,noun,,
,kitzelig,간지러운,1,adjective,,
,kitzeln,간질이다,2,verb,,
die,Klage,"비탄, 불평, 고소",2,noun,,
,klagen,"슬퍼하다, 고소하다",2,verb,,
die,Klammer,집게,2,noun,,
der,Klang,"소리, 울림",2,noun,,
die,Klappe,밸브,1,noun,,
,klappern,덜커덩거리다,1,verb,,
,klar,"밝은, 명백한, 확실한",3,verb,,
,klären,"명백히 하다, 규명하다",1,verb,,
die,Klarheit,깨끗함,1,noun,,
die,Klasse,"학급, 계급",3,noun,,
die,Klassik,고전주의,1,noun,,
,klassisch,고전적인,2,adjective,,
,klatschen,박수치다,2,verb,,
,klauben,"줍다, 주워모으다",1,verb,,
die,klaue,발톱,1,noun,,
die,Klausel,(법률)약관,1,noun,,
das,Klavier,피아노,3,noun,,
der,Klee,클로버,1,noun,,
das,Kleid,원피스,3,noun,,
,kleiden,옷을 입히다,2,verb,,
die,Kleidung,"의복, 옷",3,noun,,
,klein,작은,3,verb,,
die,Kleinigkeit,사소한 일,1,noun,,
,kleinlich,"편협한, 인색한",1,adjective,,
das,Kleinod,"보석, 귀중품",1,noun,,
der,Kleister,풀,1,noun,,
,klemmen,단단히 죄다,2,verb,,
,klettern,기어오르다,2,verb,,
der,Klient,의뢰인,1,noun,,
das,Klima,"기후, 풍토",2,noun,,
die,Klimaanlage,"냉난방장치, 에어컨",1,noun,,
,klimmen,기어오르다,1,verb,,
die,Klinge,"날, 검",2,noun,,
die,Klingel,"초인종, 벨",2,noun,,
,klingeln,벨 누르다,3,verb,,
,klingen,울리다,2,verb,,
die,Klinik,클리닉,2,noun,,
die,Klinke,(문)손잡이,1,noun,,
die,Klippe,"낭떠러지, 암초 ",1,noun,,
das,Klo,화장실,1,noun,,
,klopfen,두드리다,3,verb,,
der,Kloß,덩어리,1,noun,,
das,Kloster,수도원,2,noun,,
der,Klotz,"통나무, 그루터기",1,noun,,
die,Kluft,갈라진 틈,1,noun,,
,klug,영리한,3,verb,,
die,Klugheit,"영리, 현명",2,noun,,
der,klumpen,덩어리,1,noun,,
der,Knabe,소년,1,noun,,
,knacken,"딱 소리나다, 쪼개다",1,verb,,
der,Knall,탕 하는 소리,1,noun,,
,knallen,탁 소리 내다,2,verb,,
,knapp,"꼭 맞는, 빠듯한",2,verb,,
der,Knappe,"하인, 광부",1,noun,,
der,Knäuel,"뭉치, 집단, 무리",1,noun,,
der,Knecht,"머슴, 일꾼",1,noun,,
die,Kneife,주점,2,noun,,
,kneifen,"꼬집다, 끼우다",2,verb,,
,kneten,반죽하다,1,verb,,
,knicken,딱 소리나다,1,verb,,
das,Knie,무릎,2,noun,,
,knien,무릎꿇다,1,verb,,
der,Kniff,"꼬집기, 술책",1,noun,,
,knipsen,탁 소리 내다,1,verb,,
,knirschen,삐걱거리다,2,verb,,
,knistern,바스락 소리나다,2,verb,,
der,Knöchel,"손가락 마디, 복사뼈",1,noun,,
der,Knochen,뼈,2,noun,,
der,Knopf,단추,2,noun,,
die,Knospe,"싹, 봉오리",2,noun,,
der,Knoten,"매듭, 마디",2,noun,,
,knüpfen,"묶다, 맺다",2,verb,,
der,Knüppel,"몽둥이, 곤봉",1,noun,,
,knurren,"으르렁거리다, 투덜대다",1,verb,,
der,Koch,요리사,2,noun,,
,kochen,"끓이다, 삶다, 찌다",3,verb,,
der,Köder,미끼,1,noun,,
der,Koffer,"트렁크, 여행용가방",3,noun,,
der,Kohl,양배추,2,noun,,
die,Kohle,"숯, 석탄",2,noun,,
der,Kolben,곤봉,1,noun,,
der,Kollege,동료,2,noun,,
die,Kolonie,식민지,2,noun,,
,kolossal,거대한,1,verb,,
die,Kombination,"결합, 연합",2,noun,,
,kombinieren,결합하다,1,verb,,
der,Komfort,"쾌적, 편리",2,noun,,
,komisch,익살스러운,2,adjective,,
das,Komma,콤마,1,noun,,
,kommandieren,"지령하다, 호령하다",1,verb,,
das,Kommando,"명령, 사령부",1,noun,,
,kommen,"오다, 도착하다",3,verb,,
der,Kommentar,"주석, 주해, 논평",1,noun,,
die,Kommission,"위원회, 위임",1,noun,,
die,Kommode,장롱,1,noun,,
die,Kommunikation,"전달, 의사소통",2,noun,,
,kommunikativ,의사소통의,1,verb,,
der,Kommunismus,공산주의,2,noun,,
die,Komödie,희극,1,noun,,
der,Kompass,나침반,1,noun,,
das,Kompliment,공손한 말,2,noun,,
,komponieren,합성하다,2,verb,,
der,Komponist,작곡가,1,noun,,
der,Kompromiss,타협,1,noun,,
die,Kondition,조건,1,noun,,
die,Konferenz,회의,1,noun,,
die,Konfession,고백,1,noun,,
der,Konflikt,"충돌, 투쟁",1,noun,,
der,Kongress,회의,1,noun,,
der,König,왕,2,noun,,
die,Königin,"왕비, 여왕",2,noun,,
,königlich,왕의,2,adjective,,
das,Königreich,왕국,1,noun,,
,konkret,"구체적인, 객관적인",2,verb,,
die,Konkurrenz,"경쟁, 경기",2,noun,,
,konkurrieren,경쟁하다,1,verb,,
der,Konkurs,파산,1,noun,,
,konsequent,시종일관된,1,verb,,
die,Konsequenz,"결과, 결론",1,noun,,
,konservativ,보수적인,1,verb,,
,konservieren,"보존하다, 저장하다",1,verb,,
,konstant,"불변의, 확고한",1,verb,,
die,Konstitution,"헌법, 체질",1,noun,,
,konstruieren,"조립하다, 구성하다",1,verb,,
der,Konsul,영사,2,noun,,
das,Konsulat,영사관,1,noun,,
der,Konsum,소비,1,noun,,
der,Kontakt,접촉,1,noun,,
der,Kontinent,대륙,2,noun,,
das,Konto,"(은행)구좌, 계정",2,noun,,
der,Kontrakt,계약,1,noun,,
der,Kontrast,"대조, 대비",2,noun,,
die,Kontrolle,"검사, 제어",2,noun,,
,kontrollieren,검사하다,1,verb,,
die,Konvention,"협약, 관습",1,noun,,
,konventionell,관습적인,1,verb,,
die,Konversation,회화,1,noun,,
die,Konzentration,집중,1,noun,,
,konzentrieren,집중하다,2,verb,,
das,Konzept,"초고, 구상",1,noun,,
das,Konzert,음악회,3,noun,,
der,Kopf,"머리, 두뇌",3,noun,,
der,Kopfschmerz,두통,1,noun,,
die,Kopie,"사본, 복사",2,noun,,
,kopieren,복사하다,2,verb,,
,koppeln,결합하다,1,verb,,
der,Korb,바구니,2,noun,,
der,Kork,코르크,1,noun,,
das,Korn,"곡식, 곡물",2,noun,,
der,Körper,"몸, 몸통, 물체",2,noun,,
,körperlich,"유형의, 몸의",1,adjective,,
das,Korps,"단체, 조합",1,noun,,
,korrekt,옳은,2,verb,,
die,Korrespondez,서신왕래,1,noun,,
,korrespondieren,"서신왕래하다, 일치하다",1,verb,,
der,Korridor,"복도, 통로",2,noun,,
,korrigieren,정정하다,2,verb,,
,kosen,애무하다,1,verb,,
der,Kosmos,우주,1,noun,,
die,Kost,"음식물, 식료품, 식사, 하숙",1,noun,,
,kostbar,"비싼, 귀중한",2,adjective,,
,kosten,"값이다, 필요로 하다",3,verb,,
,Kosten,"비용, 값, 손실",2,verb,,
,kosten,맛보다,1,verb,,
,kostenlos,무료의,1,adjective,,
,köstlich,"맛좋은, 멋진",2,adjective,,
,kostspielig,값비싼,1,adjective,,
das,Kostüm,"의상, 복장",1,noun,,
der,Kot,똥,1,noun,,
die,Krabbe,게,1,noun,,
,krachen,짝 소리내다,1,verb,,
die,Kraft,힘,2,noun,,
,kräftig,"힘있는, 강력한",2,adjective,,
der,Kraftwagen,자동차,1,noun,,
der,Kragen,"옷깃, 칼라, 목덜미, 목",2,noun,,
die,Krähe,까마귀,2,noun,,
,krähen,울다,1,verb,,
die,Kralle,발톱,1,noun,,
der,Kram,잡동사니,1,noun,,
der,Krampf,"경련, 발작",1,noun,,
,krampfhaft,"경려적인, 발작적인",1,adjective,,
der,Kran,"크레인, 기중기",1,noun,,
der,Kranich,두루미,1,noun,,
,krank,아픈,3,verb,,
,kränken,"모욕하다, 상하게 하다",2,verb,,
das,Krankenhaus,병원,1,noun,,
die,Krankenschwester,간호사,1,noun,,
die,Krankheit,"병, 질병",2,noun,,
der,Kranz,화환,2,noun,,
der,Krasch,"소란, 싸움",1,noun,,
,kratzen,"할퀴다, 긁다",2,verb,,
,kraus,곱슬곱슬한,1,adverb,,
,kräuseln,"파마하다, 물결이 일게하다",1,verb,,
das,Kraut,"야채, 채소",2,noun,,
die,Krawatte,넥타이,3,noun,,
die,Kreatur,"피조물, 앞잡이",1,noun,,
der,Krebs,"갑각류, (의학)암",2,noun,,
der,Kredit,"대부, 외상",2,noun,,
die,Kreide,"분필, 백묵",2,noun,,
der,Kreis,"원, 원형, 동아리써클",2,noun,,
,kreischen,날카롭게 소리지르다,1,verb,,
der,Kreisel,팽이,1,noun,,
,kreisen,"돌다, 순환하다",1,verb,,
der,Kreislauf,순환,1,noun,,
das,Kreuz,십자가,2,noun,,
,kreuzen,"교차시키다, 가로지르다",2,verb,,
die,Kreuzung,"교차, 교차점",3,noun,,
der,Kreuzzug,십자군,1,noun,,
,kriechen,"기다, 포복하다",2,verb,,
der,Krieg,전쟁,2,noun,,
,kriegen,"얻다, 획득하다",2,verb,,
die,Krise,"위기, 공황",2,noun,,
der,Kristall,"결정, 수정",1,noun,,
die,Kritik,비판,2,noun,,
,kritisch,비판의,2,adjective,,
die,Krone,왕관,1,noun,,
die,Kröte,두꺼비,1,noun,,
die,Krücke,"T자형 지팡이, 목발",1,noun,,
der,Krug,항아리,2,noun,,
,krumm,"굽은, 비틀린",2,verb,,
,krümmen,구부리다,1,verb,,
der,Krüppel,불구자,1,noun,,
die,Kruste,껍데기,1,noun,,
der,Kübel,"통, 대야",1,noun,,
der,Kubus,"입방체, (수학)세제곱",1,noun,,
die,Küche,"부엌, 주방",3,noun,,
der,Kuchen,케이크,3,noun,,
der,Kuckuck,뻐꾸기,2,noun,,
die,Kugel,"공, 구, 탄환",2,noun,,
die,Kuh,암소,2,noun,,
,kühl,시원한,3,verb,,
,kühlen,차게 하다,1,verb,,
der,Kühlschrank,냉장고,1,noun,,
,kühn,"대담한, 용감한",2,verb,,
die,Kulisse,무대배경,1,noun,,
der,Kult,"숭배, 예찬",1,noun,,
,kultivieren,"경작하다, 교화시키다",1,verb,,
die,Kultur,"문화, 경작",2,noun,,
,kulturell,문화적인,1,verb,,
der,Kummer,"근심, 걱정",2,noun,,
,kümmerlich,"비참한, 빈약한",1,adjective,,
,kümmern,근심하다,2,verb,,
,kund,알려진,1,verb,,
der,Kunde,"고객, 손님, 단골",2,noun,,
die,Kunde,"알림, 통지",1,noun,,
,kundgeben,"알리다, 통지하다",1,verb,,
die,Kundgebung,시위,1,noun,,
,kundig,"알고 있는, 정통한",1,adjective,,
,kündigen,해약을 예고하다,1,verb,,
die,Kundigung,(법률)해약고지,1,noun,,
,künftig,"미래의, 다가올",1,adjective,,
die,Kunst,"예술, 재주, 기술",2,noun,,
der,Künstler,예술가,2,noun,,
,künstlich,"인조의, 위조의",2,adjective,,
das,Kunststück,재주,1,noun,,
das,Kupfe,"동, 구리",2,noun,,
,kupfern,"구리의, 구리로 만든",1,verb,,
die,Kur,"치료, 요양",2,noun,,
der,Kurort,요양지,1,noun,,
der,Kurs,"강좌, 진로, 코스, 유통",2,noun,,
die,Kurve,"곡선, 커브",2,noun,,
,kurz,짧은,3,verb,,
die,Kürze,"짦음, 단시간",1,noun,,
,kürzlich,최근,1,adjective,,
der,Kuss,키스,2,noun,,
,küssen,키스하다,2,verb,,
die,Küste,"해안, 해변",2,noun,,
die,Kutsche,마차,1,noun,,
der,Kutscher,마부,1,noun,,
,laben,회복시키다,1,verb,,
das,Laboratorium,실험실,1,noun,,
das,Labsal,기분을 상쾌하게 하는 것,1,noun,,
das,Labyrinth,"미로, 미궁",1,noun,,
,lächeln,미소하다,3,verb,,
,lachen,웃다,3,verb,,
das,Lachen,웃음,1,noun,,
,lächerlich,우스운,2,adjective,,
der,Lachs,연어,2,noun,,
die,Lade,"서랍, 트렁크",1,noun,,
der,Laden,"가게, 점포",2,noun,,
,laden,"싣다, 충전하다, 장전하다",2,verb,,
die,Ladung,"적하, 화물",1,noun,,
die,Lage,"위치, 자세",2,noun,,
das,Lager,"잠자는 자리, 보금자리, 진영, 창고",2,noun,,
,lagern,"야영하다, 저장하다",1,verb,,
,lahm,"마비된, 절름거리는, 뻣뻣한",2,verb,,
,lähmen,마비시키다,1,verb,,
der,Laich,(물고기 등의) 알,1,noun,,
der,Laie,"세속인, 문외한",1,noun,,
das,Laken,침대의 시트,1,noun,,
das,Lamm,어린 양,1,noun,,
die,Lampe,램프,3,noun,,
das,Land,"육지, 땅",3,noun,,
,landen,"상륙하다, 도달하다",2,verb,,
die,Landkarte,지도,1,noun,,
,ländlich,"시골의, 농촌의",2,adjective,,
die,Landschaft,"풍경, 지형",3,noun,,
der,Landsmann,동향인,1,noun,,
die,Landung,"상륙, 착륙",1,noun,,
die,Landwirtschaft,농업,1,noun,,
,lang,긴,3,verb,,
,lange,오랫동안,3,verb,,
die,Länge,"길이, 경도",2,noun,,
,langen,"충분하다, 족하다",1,verb,,
,langsam,"느린, 천천히",3,adjective,,
,längst,"가장 긴, 벌써",2,verb,,
die,Langweile,"지루함, 심심함",2,noun,,
,langweilen,지루하게 하다,1,verb,,
,langweilig,지루한,3,adjective,,
der,Lappen,"천 조각, 헝겊",2,noun,,
die,Lärche,낙엽송,1,noun,,
der,Lärm,"소동, 소음",2,noun,,
,lärmen,떠들다,1,verb,,
die,Larve,애벌레,1,noun,,
die,Last,"짐, 하중, 부담",2,noun,,
,lasten,압박하다,1,verb,,
das,Laster,"악덕, 악습",2,noun,,
,lästern,"흉보다, 모독하다",1,verb,,
,lästig,"번거로운, 성가신",2,adjective,,
der,Lastwagen,트럭,1,noun,,
das,Latein,라틴어,2,noun,,
,lateinisch,라틴어의,1,adjective,,
die,Laterne,"랜턴, 가로등",2,noun,,
die,Latte,"횡목, 바, 가로대(육상)",1,noun,,
der,Lattich,상추,1,noun,,
,lau,"미온의, 미지근한",2,verb,,
das,Laub,잎,2,noun,,
die,Laube,"정자, 현관",1,noun,,
die,Lauer,"매복, 잠복",1,noun,,
,lauern,매복하다,2,verb,,
der,Lauf,"달리기, 진행",2,noun,,
,laufen,"달리다, 뛰다",3,verb,,
,laufend,"현재의, 계속적인, 연속된",2,verb,,
